comparison	log_odds_ratio	norm_interactions	interactions_counts	expected_counts	condition	mouse
DC_vs_Endo	0.182003845942163	0.00121632651089361	135	88.7830875769665	Ad-IL12+Ad-CCL5	1021
DC_vs_Mo	0.0978081914746264	7.20794556433661e-05	8	6.38685746521127	Ad-IL12+Ad-CCL5	1021
DC_vs_Lymp_Ves	-3.11837639468654	9.0098193326791e-10	0	0.131333765043241	Ad-IL12+Ad-CCL5	1021
DC_vs_NK	0.0538418600195268	5.40598169780079e-05	6	5.30049743331186	Ad-IL12+Ad-CCL5	1021
DC_vs_Treg	0.146591253707379	0.00023425620363159	26	18.5517022180189	Ad-IL12+Ad-CCL5	1021
DC_vs_S	0.8091242608437	9.0098193326791e-10	0	1.55194290271344e-05	Ad-IL12+Ad-CCL5	1021
DC_vs_Tumor	-0.0651562148678319	0.00746013130844023	828	962.025544866835	Ad-IL12+Ad-CCL5	1021
Endo_vs_Endo	0.922415923428848	0.0375529278795884	4168	498.323992382433	Ad-IL12+Ad-CCL5	1021
Endo_vs_Mo	0.17792578687684	0.000486531144946605	54	35.8483174859458	Ad-IL12+Ad-CCL5	1021
Endo_vs_Lymp_Ves	-3.86755794771655	9.0098193326791e-10	0	0.737153526838412	Ad-IL12+Ad-CCL5	1021
Endo_vs_NK	-0.628393937398351	6.3069636310687e-05	7	29.7507680197649	Ad-IL12+Ad-CCL5	1021
Endo_vs_Treg	0.294188755253038	0.00184701386418115	205	104.127470299553	Ad-IL12+Ad-CCL5	1021
Endo_vs_S	0.0599427078136874	9.0098193326791e-10	0	8.71078495168695e-05	Ad-IL12+Ad-CCL5	1021
Endo_vs_Tumor	-0.398719380475517	0.0194251713822381	2156	5399.68166658241	Ad-IL12+Ad-CCL5	1021
Mo_vs_Mo	0.734705380664104	0.000126138371639441	14	2.57884807116999	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_Mo	-2.72451492762863	9.0098193326791e-10	0	0.0530291819578054	Ad-IL12+Ad-CCL5	1021
Mo_vs_NK	0.271615687067046	3.60401783126497e-05	4	2.14020395109688	Ad-IL12+Ad-CCL5	1021
Mo_vs_Treg	-0.272451449011408	3.60401783126497e-05	4	7.49069816297766	Ad-IL12+Ad-CCL5	1021
Mo_vs_S	1.20298572790162	9.0098193326791e-10	0	6.26634457247299e-06	Ad-IL12+Ad-CCL5	1021
Mo_vs_Tumor	-0.143720778111144	0.0025137404947994	279	388.441065783833	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_Lymp_Ves	-1.03760409815076	9.0098193326791e-10	0	0.00109044583531368	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_NK	1.95852651654492	3.60401783126497e-05	4	0.0440092869441666	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_Treg	-3.18761146808783	9.0098193326791e-10	0	0.154032182165475	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_S	2.88989655737949	9.0098193326791e-10	0	1.28855643051983e-07	Ad-IL12+Ad-CCL5	1021
Lymp_Ves_vs_Tumor	-0.124255819003257	5.40598169780079e-05	6	7.98756320219724	Ad-IL12+Ad-CCL5	1021
NK_vs_NK	1.81497379775055	0.00104513994357271	116	1.77617014491769	Ad-IL12+Ad-CCL5	1021
NK_vs_Treg	-0.19148085339216	3.60401783126497e-05	4	6.21658250600456	Ad-IL12+Ad-CCL5	1021
NK_vs_S	1.28395632352086	9.0098193326791e-10	0	5.20048294541705e-06	Ad-IL12+Ad-CCL5	1021
NK_vs_Tumor	-0.243536482387488	0.00165780765819489	184	322.369942243893	Ad-IL12+Ad-CCL5	1021
Treg_vs_Treg	1.00480404020383	0.00198216115417134	220	21.7579932668853	Ad-IL12+Ad-CCL5	1021
S_vs_Treg	0.739889187442409	9.0098193326791e-10	0	1.8201652242473e-05	Ad-IL12+Ad-CCL5	1021
Treg_vs_Tumor	-0.170466649171402	0.00686548323248341	762	1128.29243817064	Ad-IL12+Ad-CCL5	1021
S_vs_S	6.81739721290973	9.0098193326791e-10	0	1.52265946722277e-11	Ad-IL12+Ad-CCL5	1021
S_vs_Tumor	-0.974913652037706	9.0098193326791e-10	0	0.000943873193427724	Ad-IL12+Ad-CCL5	1021
Tumor_vs_Tumor	0.0650927535760724	0.61239742094318	67970	58509.2480918525	Ad-IL12+Ad-CCL5	1021
N_vs_N	2.55137040620773	0.000318514066984392	466	1.30922896117664	UNT	996
B_vs_N	-3.43376296953947	6.83506434836369e-11	0	0.271495708750668	UNT	996
CD8_vs_N	-0.438407540196707	6.83513269900718e-06	10	27.4417550307004	UNT	996
CD4_vs_N	-0.362816530415868	4.1011069596617e-06	6	13.834867972455	UNT	996
M_vs_N	0.819099289835761	1.23031841776981e-05	18	2.73008160032324	UNT	996
DC_vs_N	0.0159895835926341	6.83574785479853e-07	1	0.963948526230899	UNT	996
Endo_vs_N	-0.48461767276597	1.572071635188e-05	23	70.201662483899	UNT	996
Mo_vs_N	1.15027577733938	8.47548662703533e-05	124	8.77296219877094	UNT	996
Lymp_Ves_vs_N	-3.85726450428829	6.83506434836369e-11	0	0.719887287282949	UNT	996
N_vs_NK	0.0170242297753032	2.73409408998896e-06	4	3.84633067768208	UNT	996
N_vs_Treg	-0.32281240044072	4.78461339449807e-06	7	14.7202994439871	UNT	996
N_vs_S	-3.7779692540124	6.83506434836369e-11	0	0.599748615397718	UNT	996
N_vs_Tumor	-0.232589163258484	0.000495542233607011	725	1238.58903149334	UNT	996
B_vs_B	2.99767846713092	3.82764287014802e-05	56	0.0563002515646937	UNT	996
B_vs_CD8	0.0899449951960443	4.78461339449807e-06	7	5.69061558547131	UNT	996
B_vs_CD4	0.24125630529727	3.41760052482533e-06	5	2.8689460721048	UNT	996
B_vs_M	0.247120433407928	6.83574785479853e-07	1	0.566138896255986	UNT	996
B_vs_DC	-3.3008012095452	6.83506434836369e-11	0	0.199894667845581	UNT	996
B_vs_Endo	0.561181926146261	3.62259093969711e-05	53	14.5577669580515	UNT	996
B_vs_Mo	-0.259850196644305	6.83574785479853e-07	1	1.81925519571269	UNT	996
B_vs_Lymp_Ves	-3.17401187014926	6.83506434836369e-11	0	0.149283521123629	UNT	996
B_vs_NK	-3.90179398463996	6.83506434836369e-11	0	0.797616233976542	UNT	996
B_vs_Treg	0.214314679660283	3.41760052482533e-06	5	3.0525586043984	UNT	996
B_vs_S	0.905326807403494	6.83574785479853e-07	1	0.124370282233366	UNT	996
B_vs_Tumor	-0.21101723376887	0.00010799408505479	158	256.847058022511	UNT	996
CD8_vs_CD8	0.657165026668812	0.00178531887614324	2612	575.185808972773	UNT	996
CD4_vs_CD8	0.280353911417089	0.000377979126815156	553	289.982171980817	UNT	996
CD8_vs_M	-0.252420571961231	2.18722742654073e-05	32	57.2231692939037	UNT	996
CD8_vs_DC	0.366648658840011	3.21248707879528e-05	47	20.2045937749952	UNT	996
CD8_vs_Endo	0.198305552038007	0.00158778551647553	2323	1471.44379001493	UNT	996
CD8_vs_Mo	0.138578155332178	0.000172927196364245	253	183.883405188273	UNT	996
CD8_vs_Lymp_Ves	0.312702311052359	2.11887678305709e-05	31	15.0890112983597	UNT	996
CD8_vs_NK	0.130983998155446	7.45022697478077e-05	109	80.6200193808411	UNT	996
CD8_vs_Treg	0.313460869625949	0.000434026654471738	635	308.541029337913	UNT	996
CD8_vs_S	0.0767286208888709	1.0252664873189e-05	15	12.5708757381554	UNT	996
CD8_vs_Tumor	-0.064424615829182	0.0152982410928583	22382	25961.1250544029	UNT	996
CD4_vs_CD4	1.15187433871035	0.00141759241420127	2074	146.195644529006	UNT	996
CD4_vs_M	0.264141645713547	3.62259093969711e-05	53	28.8492842845115	UNT	996
CD4_vs_DC	0.523466935390805	2.323928713508e-05	34	10.1862248606703	UNT	996
CD4_vs_Endo	0.384482899233129	0.00122894463818644	1798	741.834133457234	UNT	996
CD4_vs_Mo	0.398382498724505	0.000158573561232681	232	92.7055368819927	UNT	996
CD4_vs_Lymp_Ves	0.834780259225348	3.55424029621347e-05	52	7.60718397617589	UNT	996
CD4_vs_NK	0.248327065536583	4.92125316588621e-05	72	40.644897632199	UNT	996
CD4_vs_Treg	0.772383617431912	0.00062950949483494	921	155.552164947172	UNT	996
CD4_vs_S	0.312018023706319	8.88565200351629e-06	13	6.33765609892478	UNT	996
CD4_vs_Tumor	-0.171812151627041	0.00602305877212873	8812	13088.4025873067	UNT	996
M_vs_M	2.03424513032934	0.000421040032209847	616	5.69292749048642	UNT	996
DC_vs_M	-0.303170440736827	6.83574785479853e-07	1	2.01008243260715	UNT	996
Endo_vs_M	0.709553899951831	0.00051262989447792	750	146.388655264048	UNT	996
M_vs_Mo	0.87123294531462	9.29569434883897e-05	136	18.2938992257477	UNT	996
Lymp_Ves_vs_M	0.124627181227477	1.36708122031622e-06	2	1.50115151405715	UNT	996
M_vs_NK	0.271887511234124	1.0252664873189e-05	15	8.02059603269185	UNT	996
M_vs_Treg	0.194165473207809	3.28083772227892e-05	48	30.6956383145998	UNT	996
M_vs_S	0.504941570212436	2.73409408998896e-06	4	1.25063125570114	UNT	996
M_vs_Tumor	-0.329301847853067	0.00082704285450265	1210	2582.77904439507	UNT	996
DC_vs_DC	2.1742141912864	7.24517504432986e-05	106	0.709728236066231	UNT	996
DC_vs_Endo	0.00261854179363245	3.55424029621347e-05	52	51.687513106566	UNT	996
DC_vs_Mo	0.681178596716033	2.11887678305709e-05	31	6.45928575746168	UNT	996
DC_vs_Lymp_Ves	0.877768104260282	2.73409408998896e-06	4	0.530032798086821	UNT	996
DC_vs_NK	-0.452041431507854	6.83574785479853e-07	1	2.83194528848197	UNT	996
DC_vs_Treg	0.509114400566609	2.39227935699164e-05	35	10.8381431938049	UNT	996
DC_vs_S	-3.64500749401812	6.83506434836369e-11	0	0.44157806698843	UNT	996
DC_vs_Tumor	-0.110545994513199	0.000483239117779957	707	911.938329290195	UNT	996
Endo_vs_Endo	0.998791940779575	0.0256574646192383	37538	3764.25633838263	UNT	996
Endo_vs_Mo	0.117102731268742	0.000421040032209847	616	470.411631215838	UNT	996
Endo_vs_Lymp_Ves	0.19873424934223	4.1693960875662e-05	61	38.6007993001223	UNT	996
Endo_vs_NK	0.17838211655452	0.000212570569584754	311	206.242617634604	UNT	996
Endo_vs_Treg	0.42185764218387	0.00142511098498447	2085	789.311513778285	UNT	996
Endo_vs_S	0.593069842445357	8.6121879140026e-05	126	32.1588897907489	UNT	996
Endo_vs_Tumor	-0.367795288793676	0.0194628458003163	28475	66413.9059886131	UNT	996
Mo_vs_Mo	1.21027150778573	0.00065206520718454	954	58.7864063684424	UNT	996
Lymp_Ves_vs_Mo	0.316609184253122	6.83513269900718e-06	10	4.82386514963212	UNT	996
Mo_vs_NK	0.304826905655007	3.55424029621347e-05	52	25.7737299127201	UNT	996
Mo_vs_Treg	0.402152222511917	0.000170193170624899	249	98.6386907150488	UNT	996
Mo_vs_S	-4.60409990839409	6.83506434836369e-11	0	4.0188325248478	UNT	996
Mo_vs_Tumor	-0.0984623810050576	0.00452207864122806	6616	8299.61379966551	UNT	996
Lymp_Ves_vs_Lymp_Ves	2.76042163258237	0.000155839535493336	228	0.39583428243586	UNT	996
Lymp_Ves_vs_NK	0.276775329165518	2.73409408998896e-06	4	2.11492767091038	UNT	996
Lymp_Ves_vs_Treg	0.267928609115245	1.0252664873189e-05	15	8.09404370737473	UNT	996
Lymp_Ves_vs_S	0.48182527265468	6.83574785479853e-07	1	0.329775323181317	UNT	996
Lymp_Ves_vs_Tumor	-0.285401301924542	0.000241277839847882	353	681.045504171257	UNT	996
NK_vs_NK	1.75983578957791	0.000444279250994284	650	11.2999789347634	UNT	996
NK_vs_Treg	0.209151000716468	4.78455187891893e-05	70	43.2461708494354	UNT	996
NK_vs_S	-0.245956841836023	6.83574785479853e-07	1	1.7619771382298	UNT	996
NK_vs_Tumor	-0.117382349443411	0.00189809743789124	2777	3638.80049261346	UNT	996
Treg_vs_Treg	0.998666284978195	0.00112778568583065	1650	165.507502618872	UNT	996
S_vs_Treg	0.472161872179522	1.36701970473709e-05	20	6.74326605320175	UNT	996
Treg_vs_Tumor	-0.151672555206485	0.00671271676487863	9821	13926.0602784359	UNT	996
S_vs_S	2.95201237929952	0.00016814265132039	246	0.27474063921425	UNT	996
S_vs_Tumor	-0.43791032480509	0.000141485900361772	207	567.388958473175	UNT	996
Tumor_vs_Tumor	0.0200354376104897	0.838719810153102	1227084	1171760.50517312	UNT	996
N_vs_N	2.37719099535595	0.000143599073178404	148	0.620970563671872	UNT	1000
B_vs_N	-2.69616911626218	9.70263352378843e-11	0	0.0496785734432339	UNT	1000
CD8_vs_N	-0.201518959643923	1.26135206072602e-05	13	20.6759585413041	UNT	1000
CD4_vs_N	0.216599377707765	1.74648373691544e-05	18	10.9313938058009	UNT	1000
M_vs_N	0.785183950714928	7.5680638511885e-05	78	12.791197621817	UNT	1000
DC_vs_N	-4.18686508129858	9.70263352378843e-11	0	1.53767686864473	UNT	1000
Endo_vs_N	-0.284317228581283	3.58998410643524e-05	37	71.2065798346385	UNT	1000
Mo_vs_N	0.669111851227876	3.2018787654837e-05	33	7.06973938815492	UNT	1000
Lymp_Ves_vs_N	-3.03299918274328	9.70263352378843e-11	0	0.107894469186641	UNT	1000
N_vs_NK	0.474685589475392	6.79194049298714e-06	7	2.34648971350647	UNT	1000
N_vs_Treg	-0.0632497171745377	9.70273055012366e-06	10	11.5678875992622	UNT	1000
N_vs_S	-4.46238733943886	9.70263352378843e-11	0	2.89992882904046	UNT	1000
N_vs_Tumor	-0.159390237543198	0.000442440185711087	456	658.195904191529	UNT	1000
B_vs_B	3.00280362951106	3.88115043585061e-06	4	0.00397436014480532	UNT	1000
B_vs_CD8	-0.218520328168886	9.7036037871408e-07	1	1.65410759381212	UNT	1000
B_vs_CD4	-3.94177364291701	9.70263352378843e-11	0	0.874527846871259	UNT	1000
B_vs_M	-4.01000931154405	9.70263352378843e-11	0	1.02331493255473	UNT	1000
B_vs_DC	-3.08996318407964	9.70263352378843e-11	0	0.123016448314761	UNT	1000
B_vs_Endo	0.58680642568693	2.13458907786698e-05	22	5.69663284043494	UNT	1000
B_vs_Mo	-3.75250150747296	9.70263352378843e-11	0	0.565589720295604	UNT	1000
B_vs_Lymp_Ves	-1.93609728552434	9.70263352378843e-11	0	0.00863171883690062	UNT	1000
B_vs_NK	-3.27351675748249	9.70263352378843e-11	0	0.187722685076939	UNT	1000
B_vs_Treg	0.510783568082427	2.91088708347177e-06	3	0.925448301904834	UNT	1000
B_vs_S	-3.36548544221991	9.70263352378843e-11	0	0.231998641709791	UNT	1000
B_vs_Tumor	-0.189973083851606	3.29890510072159e-05	34	52.6566563366001	UNT	1000
CD8_vs_CD8	0.683277804936937	0.00322127442692409	3320	688.43079947928	UNT	1000
CD4_vs_CD8	0.255171186976755	0.000635522592834477	655	363.973847312413	UNT	1000
CD8_vs_M	-0.147863076112763	0.000293989892797125	303	425.898242516476	UNT	1000
CD8_vs_DC	0.417845401982899	0.0001300153862451	134	51.1987927382987	UNT	1000
CD8_vs_Endo	-0.0514563781278883	0.00204337471713618	2106	2370.90834680371	UNT	1000
CD8_vs_Mo	0.0675348078800339	0.000266822518930517	275	235.395439073591	UNT	1000
CD8_vs_Lymp_Ves	-0.254342112081619	1.94062373109292e-06	2	3.59247555721144	UNT	1000
CD8_vs_NK	0.189972435352363	0.000117401962664175	121	78.1291849764599	UNT	1000
CD8_vs_Treg	0.303653059263098	0.000751954195119938	775	385.166670378912	UNT	1000
CD8_vs_S	-0.642357323738874	2.13458907786698e-05	22	96.5566030818428	UNT	1000
CD8_vs_Tumor	-0.0640582834895249	0.0183476800905103	18910	21915.4208319467	UNT	1000
CD4_vs_CD4	0.942062046162298	0.00163392358243231	1684	192.433228768387	UNT	1000
CD4_vs_M	0.365986036488541	0.00050744783032047	523	225.17270001512	UNT	1000
CD4_vs_DC	0.307893871166443	5.33645814071716e-05	55	27.0688376882683	UNT	1000
CD4_vs_Endo	0.142174953906125	0.00168728806681314	1739	1253.50090853573	UNT	1000
CD4_vs_Mo	0.400536544951925	0.000303692526320913	313	124.453734005241	UNT	1000
CD4_vs_Lymp_Ves	0.566500534778714	6.79194049298714e-06	7	1.89934435083828	UNT	1000
CD4_vs_NK	0.259038661094359	7.27698484547484e-05	75	41.3069549833834	UNT	1000
CD4_vs_Treg	0.594773983550798	0.000777181042281788	801	203.637889211759	UNT	1000
CD4_vs_S	-0.151688158954514	3.49295777119736e-05	36	51.0495438810965	UNT	1000
CD4_vs_Tumor	-0.151365699039193	0.00793384352942813	8177	11586.6983895951	UNT	1000
M_vs_M	1.28425656385445	0.00491923529358707	5070	263.482274639403	UNT	1000
DC_vs_M	-0.120492225312268	2.32864174834275e-05	24	31.6741724261903	UNT	1000
Endo_vs_M	0.275491869777042	0.00268374852970621	2766	1466.76426858752	UNT	1000
M_vs_Mo	0.849593666895918	0.000999371349976543	1030	145.627569065283	UNT	1000
Lymp_Ves_vs_M	0.694557255246789	1.06729939025025e-05	11	2.22248776094423	UNT	1000
M_vs_NK	0.54105069025111	0.000163004340225981	168	48.3346802552817	UNT	1000
M_vs_Treg	0.275152182348637	0.000435648342244435	449	238.283656272178	UNT	1000
M_vs_S	0.366787577975337	0.000134866703006994	139	59.7348166105045	UNT	1000
M_vs_Tumor	-0.360020402566354	0.00574201861640433	5918	13557.9919192967	UNT	1000
DC_vs_DC	1.7026423057825	0.000186290660683073	192	3.80766865724485	UNT	1000
DC_vs_Endo	-0.129042567054872	0.000127104596187964	131	176.325122497892	UNT	1000
DC_vs_Mo	0.369587443463922	3.97808944738678e-05	41	17.5064252003042	UNT	1000
DC_vs_Lymp_Ves	-3.42679325056073	9.70263352378843e-11	0	0.267173420495125	UNT	1000
DC_vs_NK	-4.76421272251889	9.70263352378843e-11	0	5.8104895240707	UNT	1000
DC_vs_Treg	0.547273675861871	9.79966956165983e-05	101	28.6449539174403	UNT	1000
DC_vs_S	-0.856137979979447	9.7036037871408e-07	1	7.18094180626535	UNT	1000
DC_vs_Tumor	-0.0975382256769702	0.00126328298182359	1302	1629.85602880657	UNT	1000
Endo_vs_Endo	0.845122981528726	0.055460253319001	57160	8165.24535682498	UNT	1000
Endo_vs_Mo	0.334929423241818	0.00170087175374645	1753	810.685709763773	UNT	1000
Endo_vs_Lymp_Ves	-0.393469605538914	4.85141378822945e-06	5	12.3722388520725	UNT	1000
Endo_vs_NK	0.161196950748179	0.000378402804454084	390	269.071542019577	UNT	1000
Endo_vs_Treg	0.121573972515893	0.0017028122804512	1755	1326.48753426297	UNT	1000
Endo_vs_S	0.669335031320142	0.00150681908327068	1553	332.534303170211	UNT	1000
Endo_vs_Tumor	-0.529129554244649	0.0216553078587697	22319	75475.2027560065	UNT	1000
Mo_vs_Mo	1.01750827455272	0.000813080786319805	838	80.4888636280669	UNT	1000
Lymp_Ves_vs_Mo	0.211720135891173	1.94062373109292e-06	2	1.22837671090627	UNT	1000
Mo_vs_NK	0.465344113565715	7.5680638511885e-05	78	26.714745789855	UNT	1000
Mo_vs_Treg	0.253325735684739	0.000228982248187742	236	131.700205102584	UNT	1000
Mo_vs_S	0.430670763966338	8.63535353880522e-05	89	33.0156407805937	UNT	1000
Mo_vs_Tumor	-0.229265287483653	0.00428856411454082	4420	7493.54926177135	UNT	1000
Lymp_Ves_vs_Lymp_Ves	2.80625751314779	1.16432572548813e-05	12	0.0187468088861269	UNT	1000
Lymp_Ves_vs_NK	-3.61034682396359	9.70263352378843e-11	0	0.407705738245709	UNT	1000
Lymp_Ves_vs_Treg	0.651065105546967	8.73246719774482e-06	9	2.00993600204315	UNT	1000
Lymp_Ves_vs_S	1.07584297986368	5.82167714060829e-06	6	0.50386652764702	UNT	1000
Lymp_Ves_vs_Tumor	-0.128863908061115	8.24724819785369e-05	85	114.362422082687	UNT	1000
NK_vs_NK	1.31705176311734	0.000178528553864042	184	8.86678740942881	UNT	1000
NK_vs_Treg	0.308788793298021	8.63535353880522e-05	89	43.712103031362	UNT	1000
NK_vs_S	0.0742117123616111	1.26135206072602e-05	13	10.9580929682199	UNT	1000
NK_vs_Tumor	-0.11740658569498	0.00184155993984138	1898	2487.15480090553	UNT	1000
Treg_vs_Treg	0.966288069041547	0.00193470522166975	1994	215.494954733272	UNT	1000
S_vs_Treg	-0.352357334787191	2.32864174834275e-05	24	54.0219661006769	UNT	1000
Treg_vs_Tumor	-0.151170799530177	0.00839956993856997	8657	12261.3480950856	UNT	1000
S_vs_S	2.00311073676365	0.00132343930967108	1364	13.5426503371965	UNT	1000
S_vs_Tumor	-0.798362553468978	0.000474458876339589	489	3073.77094726499	UNT	1000
Tumor_vs_Tumor	0.0458270856195335	0.752239355616229	775294	697652.79328671	UNT	1000
