Patient	Tissue	Barcoding.emulsion	Library	Barcode	Total.counts	Percent.counts.from.mitochondrial.genes	Most.likely.LM22.cell.type	Major.cell.type	Minor.subset	used_in_NSCLC_all_cells	x_NSCLC_all_cells	y_NSCLC_all_cells	used_in_NSCLC_and_blood_immune	x_NSCLC_and_blood_immune	y_NSCLC_and_blood_immune	used_in_NSCLC_immune	x_NSCLC_immune	y_NSCLC_immune	used_in_NSCLC_non_immune	x_NSCLC_non_immune	y_NSCLC_non_immune	used_in_blood	x_blood	y_blood	cellID	cellID_new	sizeFactor	UMAP1	UMAP2	clust	CCL5
p6	tumor	p6t	p6t2	bcAOAR	837	13.7395459976105	T cells CD8	tNK cells	tNK2	True	-136.876950727377	-419.264361588213	True	398.259840092738	-1017.11103748959	True	471.230160310255	826.465152458868	False	NA	NA	False	NA	NA	46193	871	0.89844987220203	-0.978884311715236	-2.14889535984095	2	0
p6	tumor	p6t	p6t1	bcDIWC	460	8.04347826086956	NK cells activated	tNK cells	tNK1	True	-99.2947461906278	-450.603801817384	True	392.611774738494	-1085.77405278922	True	418.340442652946	788.008063327879	False	NA	NA	False	NA	NA	44886	872	0.933917931274074	1.12133309026612	2.20036497035925	3	2.46630293330404
p5	tumor	p5t	p5t1	bcFTBQ	461	17.353579175705	T cells CD8	tNK cells	tNK1	True	493.910477468517	252.21788450427	True	187.444684365144	-1150.64536727288	True	490.494914518844	679.754548867341	False	NA	NA	False	NA	NA	39277	873	0.815410325868454	0.998925415476689	0.831045531424924	4	3.50407020187358
p5	tumor	p5t	p5t1	bcEWOE	320	5.625	T cells regulatory (Tregs)	tNK cells	tNK1	True	326.818720160223	-297.04872732978	True	1116.11700655402	3.03178996820682	True	483.542319407322	706.087999261279	False	NA	NA	False	NA	NA	38592	874	0.76901282074659	1.68452855726136	-0.174852079954699	4	0
p4	tumor	p4t	p4t3	bcIJSP	1058	7.18336483931947	T cells CD8	tNK cells	tNK1	True	-94.2188222043884	-303.185733184399	True	476.004400194647	-1144.38570450327	True	488.28520377286	734.150300299269	False	NA	NA	False	NA	NA	37023	875	0.910692286599692	-2.02025619367706	-1.9086729057699	2	3.18150153664884
p4	tumor	p4t	p4t1	bcEXED	928	3.55603448275862	NK cells activated	tNK cells	tNK2	True	-211.57179154634	-316.505168970638	True	764.882013006238	-1039.1112929358	True	593.320879450685	892.828906391984	False	NA	NA	False	NA	NA	33120	876	1.0097536132909	1.86654159208191	-1.54515466770227	4	0
p3	tumor	p3t	p3t3	bcAGUZ	694	7.34870317002882	NK cells resting	tNK cells	tNK1	True	-66.4399880918244	-595.075606132091	True	144.380183427657	-933.959430225931	True	217.801148483169	914.927793886027	False	NA	NA	False	NA	NA	31617	877	1.00384436639866	-0.778280230561367	2.02985467830603	3	0
p3	tumor	p3t	p3t3	bcIFIQ	2010	9.0547263681592	T cells CD8	tNK cells	tNK2	True	-132.528811152371	-503.590721071417	True	269.157796423632	-961.649228689002	True	405.704374396216	906.635544033823	False	NA	NA	False	NA	NA	28624	878	0.979886409312279	0.0855865158642622	-3.1264770992666	1	0
p3	tumor	p3t	p3t1	bcFROF	1029	6.41399416909621	NK cells resting	tNK cells	tNK1	True	-65.4427130849517	-649.311498077756	True	115.12384033161	-922.899022547642	True	165.141888250161	955.535198664557	False	NA	NA	False	NA	NA	23870	879	1.10371836416068	0.133079437216649	3.20972862163489	3	0
p1	tumor	p1t	p1t2	bcHVCP	1226	7.58564437194127	T cells CD8	tNK cells	tNK1	True	-63.2141552434972	-536.52798816077	True	59.7646824944551	-1035.76569500429	True	293.629788443383	858.314256516629	False	NA	NA	False	NA	NA	10217	880	1.05736913032723	-1.37609848598587	0.222762309703275	2	1.32192311290999
p6	tumor	p6t	p6t2	bcIGZH	657	10.806697108067	NK cells resting	tNK cells	tNK1	True	-142.174706398153	-450.898146415017	True	366.463018049896	-966.547455583882	True	447.391278438084	838.421584991537	False	NA	NA	False	NA	NA	47857	881	1.12635004953398	0.977266041239628	-0.836429602709369	4	0
p6	tumor	p6t	p6t1	bcHRIM	862	11.9489559164733	NK cells resting	tNK cells	tNK2	True	-144.426281347379	-487.354230520981	True	376.419259931853	-1037.69750069234	True	418.805494990914	863.699374528171	False	NA	NA	False	NA	NA	44114	882	0.861816185724666	-1.47845152238952	-1.02583948453958	2	0
p5	tumor	p5t	p5t1	bcHITY	488	9.83606557377049	T cells CD8	tNK cells	tNK1	True	-69.8954984784548	-620.416071434815	True	156.140180443312	-946.217201654662	True	165.696915810989	946.631692763688	False	NA	NA	False	NA	NA	38878	883	0.946617141837779	0.949963299235234	0.883657836112424	4	2.38109433029644
p5	tumor	p5t	p5t1	bcGZES	572	4.54545454545455	NK cells activated	tNK cells	tNK1	True	-69.9799412283841	-676.984319762817	True	89.620781882195	-919.397259226793	True	148.243108080208	974.044755536228	False	NA	NA	False	NA	NA	38035	884	1.0051738618463	0.624581662615666	2.52942314067785	3	0
p4	tumor	p4t	p4t3	bcDJKP	576	5.03472222222222	NK cells resting	tNK cells	tNK1	True	-110.719024532956	-353.20009479359	True	372.147443216942	-1041.35227324322	True	467.124251794903	770.081733027416	False	NA	NA	False	NA	NA	36878	885	0.879306446609871	-1.90738252023803	-1.86412630161341	2	0
p4	tumor	p4t	p4t2	bcHMLT	581	1.54905335628227	NK cells activated	tNK cells	tNK1	True	-172.715211188653	-319.146811403953	True	546.259830411657	-1017.23057781327	True	620.772540165305	717.929871606738	False	NA	NA	False	NA	NA	34529	886	0.992542510297476	1.52105638166321	-1.10756222089823	4	0
p3	tumor	p3t	p3t1	bcGSIS	559	9.12343470483005	NK cells resting	tNK cells	tNK1	True	-62.7952482509786	-629.207410168015	True	70.6917908067272	-913.364914930245	True	169.95890172986	944.248174815971	False	NA	NA	False	NA	NA	24200	887	1.1201668670267	-0.251177834669223	2.54028501430456	3	0
p1	tumor	p1t	p1t2	bcCHVJ	1088	7.99632352941176	NK cells resting	tNK cells	tNK1	True	-73.1906963590124	-501.369405095728	True	215.645676974952	-970.013575665026	True	243.587659745714	907.247480787273	False	NA	NA	False	NA	NA	12139	888	1.03643718457773	0.67197045465363	3.63365664401953	3	0
p1	tumor	p1t	p1t2	bcHGLK	1215	4.19753086419753	T cells CD8	tNK cells	tNK1	True	-44.5417922494758	-158.090635470411	True	536.375195578901	-1239.91340187977	True	666.867068275384	651.540217578287	False	NA	NA	False	NA	NA	10591	889	0.974949173757854	-1.73112407545196	-0.215956620183543	2	3.43951041855833
p6	tumor	p6t	p6t1	bcDKZC	1077	9.28505106778087	NK cells resting	tNK cells	tNK1	True	-67.2599680896717	-615.51146801865	True	164.321727798245	-954.777877125755	True	233.514704638871	906.12521758974	False	NA	NA	False	NA	NA	43383	890	1.07747890511147	-0.376551909694543	3.59341349521582	3	0
p6	tumor	p6t	p6t1	bcDWKX	1124	9.43060498220641	T cells CD8	tNK cells	tNK1	True	-73.7735617001063	-303.728647129303	True	538.944467103455	-1412.77799035268	True	477.507994709168	810.385236387833	False	NA	NA	False	NA	NA	43024	891	1.03309885460473	0.481375721892247	-0.968639469948367	4	1.41929523040232
p5	tumor	p5t	p5t2	bcEHQL	379	9.49868073878628	T cells CD8	tNK cells	tNK1	True	32.4971920141593	85.219607706013	True	1212.45023747639	-934.06715086751	True	596.754792194154	691.680854426431	False	NA	NA	False	NA	NA	41650	892	0.703861396658882	-1.63012996534454	-1.03726289352472	2	0
p4	tumor	p4t	p4t2	bcFBVB	528	6.62878787878788	T cells CD4 memory resting	tNK cells	tNK1	True	-9.47066090024309	-146.026865494596	True	476.103649155555	-1184.72973733682	True	575.153861328977	714.525404107504	False	NA	NA	False	NA	NA	34053	893	0.815516980620274	-1.39037302354919	-2.09482238372858	2	0
p3	tumor	p3t	p3t2	bcDRYF	1011	6.72601384767557	NK cells resting	tNK cells	tNK1	True	-71.224581987716	-596.621651699323	True	207.627336649691	-979.692483913875	True	247.699983048201	894.509201615959	False	NA	NA	False	NA	NA	28044	894	1.01893132072545	-1.18971601347076	1.17120613971655	3	2.25556068725504
p3	tumor	p3t	p3t1	bcIJPD	1191	6.71704450041982	NK cells resting	tNK cells	tNK1	True	-71.9069190363898	-480.393548243289	True	91.9827937910511	-921.161814260338	True	223.34979154466	912.753516234808	False	NA	NA	False	NA	NA	23410	895	1.09383472906946	-0.353285292485824	3.13694467464392	3	1.31764929625492
p3	tumor	p3t	p3t1	bcCCDT	1072	11.3805970149254	NK cells resting	tNK cells	tNK1	True	-72.6852922676809	-557.923685070351	True	185.857849491903	-935.538643964976	True	302.275842460369	863.206639218361	False	NA	NA	False	NA	NA	23249	896	1.16000863199789	-0.376202827641836	2.35897388378088	3	2.04522423605004
p1	tumor	p1t	p1t4	bcIEKH	486	4.32098765432099	NK cells resting	tNK cells	tNK2	True	-166.396519124831	-458.389954917263	True	411.083748143034	-964.171472702115	True	481.439594838221	892.085231798403	False	NA	NA	False	NA	NA	13992	897	0.95292370411576	2.0310434975232	-0.0234288938909328	3	3.2322516018894
p1	tumor	p1t	p1t1	bcCWGY	1409	6.3875088715401	T cells CD8	tNK cells	tNK1	True	-23.0376623372949	-258.658125807258	True	545.884299505253	-1235.10725687893	True	551.960993688144	645.453545858569	False	NA	NA	False	NA	NA	7825	898	1.04170575755694	-0.531166764298549	-0.578207343128279	2	0
p6	tumor	p6t	p6t1	bcGVOL	964	10.3734439834025	T cells CD4 memory resting	tNK cells	tNK1	True	-11.496409325824	242.602646430681	True	824.303699388561	-1530.46647328153	True	711.705224455238	439.966606613405	False	NA	NA	False	NA	NA	45103	899	0.931194458115445	-1.32253506998169	-1.05244664033945	2	0
p5	tumor	p5t	p5t2	bcAEWM	322	6.52173913043478	T cells CD4 memory resting	tNK cells	tNK1	True	44.3827883281713	-86.3892923675919	True	406.799723633538	-1324.37613368677	True	493.566332420946	700.03038167414	False	NA	NA	False	NA	NA	40052	900	0.895231213252743	0.680983749827275	-0.429143504482464	4	0
p3	tumor	p3t	p3t3	bcGTAI	361	9.69529085872576	NK cells resting	tNK cells	tNK1	True	-55.4145361234199	-631.999563609201	True	162.007405105508	-948.255497051221	True	216.706749858321	921.159853447829	False	NA	NA	False	NA	NA	30962	901	1.0013163200113	-0.472825615057817	2.87300529399817	3	2.67340259388482
p3	tumor	p3t	p3t3	bcGWQS	1323	8.46560846560847	NK cells resting	tNK cells	tNK1	True	-76.576687272572	-511.00069866476	True	234.558908729033	-974.381582553794	True	324.529185361603	848.173870375309	False	NA	NA	False	NA	NA	30942	902	1.03298229473359	-0.905647697249523	2.33881964603369	3	3.02044032586118
p3	tumor	p3t	p3t1	bcGZHX	682	10.5571847507331	NK cells resting	tNK cells	tNK1	True	-111.567257400656	-472.890271385578	True	322.398693483588	-954.616460211469	True	489.978952588461	805.866515784483	False	NA	NA	False	NA	NA	21980	903	1.132934307897	0.203038243254551	2.31851830402319	3	2.59293050693268
p3	tumor	p3t	p3t2	bcFOQG	678	12.9793510324484	T cells CD4 memory resting	tNK cells	tNK1	True	-114.263980666114	-340.641992217691	True	593.565570467062	-1273.56401169254	True	692.634980388577	526.472295532639	False	NA	NA	False	NA	NA	27237	904	0.909091405534216	-0.288662629524341	-0.0126525529294765	1	2.86978322365408
p1	tumor	p1t	p1t2	bcGTBR	1124	8.09608540925267	T cells CD4 memory resting	tNK cells	tNK1	True	-18.6368813688039	-148.581826253081	True	410.808900277693	-1092.94739623776	True	546.626501485656	646.43733117488	False	NA	NA	False	NA	NA	11714	905	1.03067146692594	-0.0144498072062639	-0.991850353088931	4	0
p7	tumor	p7t	p7t2	bcHGTL	979	7.55873340143003	NK cells resting	tNK cells	tNK1	True	-72.3537034103188	-618.415377773819	True	232.524757843404	-972.881783203896	True	208.277313405661	927.935304147706	False	NA	NA	False	NA	NA	53035	906	1.0939472098221	-0.332389416495433	3.17222418704931	3	1.4934565847532
p7	tumor	p7t	p7t2	bcFBEU	332	10.5421686746988	NK cells resting	tNK cells	tNK1	True	-93.6521951431146	76.5079468155497	True	540.842613493611	-1150.2884563884	True	461.242233974963	742.224389033193	False	NA	NA	False	NA	NA	52585	907	1.02735971711671	0.723602143725285	2.35356869617407	3	0
p6	tumor	p6t	p6t2	bcATNF	548	12.4087591240876	T cells CD8	tNK cells	tNK1	True	-83.0548127784596	-195.534458268043	True	506.089237712688	-1401.86679470935	True	488.190518302569	715.961585441449	False	NA	NA	False	NA	NA	47320	908	0.921400241728816	0.326745060881505	-1.03724656185205	2	0
p6	tumor	p6t	p6t2	bcCCOB	601	12.9783693843594	T cells CD8	tNK cells	tNK1	True	-103.280576389321	-392.906714198644	True	388.77481815769	-1090.38135543112	True	423.57296085632	798.170803266828	False	NA	NA	False	NA	NA	45392	909	0.823298445793469	0.0481095888222547	-1.24194476684626	2	0
p6	tumor	p6t	p6t1	bcBFFG	740	11.2162162162162	T cells CD8	tNK cells	tNK1	True	-108.912206415334	-319.279465268915	True	400.060855149614	-997.354334747664	True	474.304430027811	816.686892274686	False	NA	NA	False	NA	NA	43185	910	0.932759239969535	0.887429086169133	-0.462877912456871	4	0
p4	tumor	p4t	p4t3	bcDKUD	1165	7.81115879828326	T cells CD8	tNK cells	tNK1	True	-76.2397066458085	-208.017154212734	True	605.01351848607	-1371.4463083625	True	489.622521128338	749.963545690946	False	NA	NA	False	NA	NA	35943	911	0.941927384323273	-1.95741394380676	-2.00292811473902	2	1.47092468953363
p4	tumor	p4t	p4t2	bcGWCC	641	9.3603744149766	T cells CD4 memory resting	tNK cells	tNK1	True	-53.1904698829187	-344.854158006683	True	612.655280793836	-1365.01296739573	True	553.884275247001	677.15708054318	False	NA	NA	False	NA	NA	35341	912	0.880796883474101	-2.14684596876251	-1.42672369560297	2	2.97968541290991
p4	tumor	p4t	p4t1	bcGXLU	538	6.69144981412639	NK cells resting	tNK cells	tNK1	True	-110.020083638379	-541.428351450109	True	-84.6077341611336	-916.116682987666	True	244.505751217298	909.751992174954	False	NA	NA	False	NA	NA	32823	913	1.0833466652286	-0.21624571303474	3.21359696308081	3	0
p4	tumor	p4t	p4t1	bcGXHS	840	5.11904761904762	NK cells resting	tNK cells	tNK1	True	-69.6666923176959	-643.544339804223	True	-262.119356146745	-892.954595015839	True	160.127216025789	955.673831427515	False	NA	NA	False	NA	NA	32450	914	1.02373555109023	-0.150112511912456	3.14245595851843	3	2.46529486909846
p3	tumor	p3t	p3t2	bcHIAC	413	9.68523002421307	T cells follicular helper	tNK cells	tNK1	True	-123.776092333896	-434.904959556636	True	409.586641133928	-970.166205483846	True	424.872499121106	829.164037286407	False	NA	NA	False	NA	NA	25470	915	1.08289335855473	0.450274137457738	-2.63083491405542	1	2.41894701544539
p3	tumor	p3t	p3t1	bcGQAN	476	11.5546218487395	NK cells resting	tNK cells	tNK1	True	-75.387425532823	-625.350443993679	True	69.9992281236452	-932.535843587376	True	245.478828729	901.706653854806	False	NA	NA	False	NA	NA	24839	916	1.02098499068738	-0.537663566270938	2.83880224147741	3	0
p3	tumor	p3t	p3t1	bcGBMN	1988	7.64587525150905	NK cells activated	tNK cells	tNK2	True	-165.056121665297	-488.08369610142	True	395.88622004098	-964.931706096836	True	483.970001874252	869.274724081175	False	NA	NA	False	NA	NA	23590	917	1.03209762374576	1.1878434099759	-2.61120877346094	1	1.53375792547925
p1	tumor	p1t	p1t4	bcFBTH	1340	10.8208955223881	NK cells resting	tNK cells	tNK1	True	-106.377155549327	-438.715885016628	True	366.928789251389	-993.505805455633	True	411.435766457819	833.58682977671	False	NA	NA	False	NA	NA	13919	918	1.08574456322876	0.0970957555378767	-1.11963412841852	4	0
p1	tumor	p1t	p1t3	bcDWKF	307	8.79478827361564	T cells CD4 memory resting	tNK cells	tNK1	True	31.9480365859583	-203.632349150649	True	550.086161572776	-1307.43064126098	True	518.386243624492	686.969980936893	False	NA	NA	False	NA	NA	13633	919	0.880558697441877	0.786963669260869	0.282220207843229	4	0
p1	tumor	p1t	p1t2	bcGFFW	1267	8.76085240726125	T cells CD4 memory resting	tNK cells	tNK1	True	-111.76596148405	-336.124127713383	True	479.175879772861	-1135.57750628359	True	485.566941121852	740.399907499324	False	NA	NA	False	NA	NA	10503	920	0.960623903927487	-0.696345808306804	-0.762005604115084	2	0
p1	tumor	p1t	p1t2	bcDTGY	460	10	NK cells resting	tNK cells	tNK1	True	-65.2544461485786	-614.917690033925	True	114.502631235538	-930.756055418518	True	173.314303213493	945.601286925412	False	NA	NA	False	NA	NA	9899	921	0.957702708880957	0.397976247271428	2.98939289966528	3	0
p1	tumor	p1t	p1t1	bcBLEP	795	8.17610062893082	NK cells resting	tNK cells	tNK1	True	-15.5344466400191	-550.534864680336	True	163.350413312393	-926.845567957612	True	292.647403915551	851.207003466672	False	NA	NA	False	NA	NA	9420	922	0.850077006188695	-0.206610100666156	3.40229215541784	3	0
p7	tumor	p7t	p7t1	bcGPKU	849	6.24263839811543	T cells CD4 memory resting	tNK cells	tNK2	True	-130.422577915861	-395.269406759806	True	464.841026556989	-1139.61969803624	True	589.605205398753	768.071057113912	False	NA	NA	False	NA	NA	50911	923	1.12406816893801	1.45903691430939	-0.981901622620181	4	2.83037929924006
p6	tumor	p6t	p6t1	bcGWNH	859	9.31315483119907	T cells CD8	tNK cells	tNK1	True	-68.4813112231038	-525.649136669855	True	-0.0423683905411427	-1032.63969265092	True	382.722556129724	787.938372707019	False	NA	NA	False	NA	NA	43752	924	1.22096812121732	0.0878832616413923	1.94271650234167	3	0
p5	tumor	p5t	p5t2	bcHEXA	1299	5.92763664357198	T cells CD8	tNK cells	tNK1	True	-145.934356039686	-290.256711878879	True	503.00958403364	-1052.54960384812	True	635.850462972522	744.747605889779	False	NA	NA	False	NA	NA	41611	925	0.928156812108066	-1.29110756734954	-0.624088964667872	2	2.07914310802823
p5	tumor	p5t	p5t1	bcBZSE	384	7.8125	T cells CD8	tNK cells	tNK1	True	47.3400360661262	-237.941277390527	True	543.759658657548	-1309.26220228484	True	550.992894558646	669.095257169362	False	NA	NA	False	NA	NA	38199	926	0.792173794407701	1.02018210073365	0.845562957915708	4	3.78497629304281
p3	tumor	p3t	p3t1	bcEXMS	1421	7.38916256157636	T cells follicular helper	tNK cells	tNK1	True	-131.439229383555	-249.189113149709	True	598.174999485676	-1018.75063959743	True	628.744255696241	615.400799051053	False	NA	NA	False	NA	NA	24319	927	1.08539266211512	-0.347452814081779	-2.70669732173975	1	0
p1	tumor	p1t	p1t2	bcDDDF	967	4.7569803516029	T cells CD8	tNK cells	tNK1	True	-77.1140715374345	-467.868309845059	True	402.238523697459	-1070.30378234368	True	443.223188575315	777.941111155988	False	NA	NA	False	NA	NA	10279	928	0.965687736372858	1.25536033292664	1.78825154224341	4	2.36865492173375
p6	tumor	p6t	p6t1	bcEWUU	1149	8.18102697998259	NK cells resting	tNK cells	tNK1	True	-63.3327399226845	-490.633610897804	True	-149.289008040701	-958.767100477176	True	300.963661030821	846.28157598244	False	NA	NA	False	NA	NA	43059	929	1.11504348922431	1.2154198565091	2.0736690990061	3	0
p5	tumor	p5t	p5t1	bcHDLX	445	10.3370786516854	NK cells activated	tNK cells	tNK1	True	-66.2390166785785	-544.780531865283	True	385.76596414288	-1082.39656874931	True	216.02068313337	933.537403388863	False	NA	NA	False	NA	NA	37894	930	0.833024668407387	1.0069671549405	0.803038858565732	4	2.64282012216393
p4	tumor	p4t	p4t3	bcFGNJ	749	9.21228304405874	T cells CD8	tNK cells	tNK1	True	8.52610929716917	-121.057112559972	True	492.682098818775	-1214.91307870901	True	528.339424460831	663.047851325548	False	NA	NA	False	NA	NA	35634	931	0.930685343451065	-0.729327353039852	-0.267871997562007	2	3.6038181616651
p4	tumor	p4t	p4t3	bcBMXN	320	6.875	T cells CD4 memory resting	tNK cells	tNK1	True	-114.360651724468	-291.599830625307	True	559.510772915443	-1406.682195197	True	508.561987969391	692.05557588217	False	NA	NA	False	NA	NA	35619	932	0.90676829713147	-0.312161298791042	0.392172359618589	4	0
p3	tumor	p3t	p3t3	bcANZA	353	9.34844192634561	T cells CD4 memory resting	tNK cells	tNK1	True	-36.4447658876318	-234.160590540077	True	610.2422666062	-1197.59869044489	True	541.600163516121	516.47594672665	False	NA	NA	False	NA	NA	31666	933	0.92757208092278	-0.242958234945407	0.255265556964322	4	0
p3	tumor	p3t	p3t3	bcCGUI	302	7.94701986754967	T cells CD4 memory resting	tNK cells	tNK1	True	883.858580856962	409.312796181401	True	131.745355918779	-1380.67857600481	True	462.473653895903	173.642356039558	False	NA	NA	False	NA	NA	31285	934	0.88606514948681	0.111289886435399	0.471037351283475	4	0
p1	tumor	p1t	p1t2	bcFZDP	348	11.7816091954023	T cells CD4 memory resting	tNK cells	tNK1	True	-71.3126858324973	-539.682120763868	True	275.852718322056	-954.361252240776	True	413.151239225876	774.681417747106	False	NA	NA	False	NA	NA	10875	935	0.841944054190369	-0.550066488185993	-1.10559920152719	2	0
p7	tumor	p7t	p7t2	bcAPCY	583	6.00343053173242	NK cells resting	tNK cells	tNK1	True	-77.3571863833812	-599.299983943929	True	64.5700286968515	-925.556666773282	True	228.328925870075	917.095582331314	False	NA	NA	False	NA	NA	52434	936	0.971379575684938	-0.201905535856357	2.47491707721655	3	3.49834886554982
p1	tumor	p1t	p1t1	bcAXPD	1547	5.75307045895281	T cells CD4 memory resting	tNK cells	tNK2	True	-138.110445430711	-421.983182160112	True	378.097639707497	-980.637105852014	True	475.115887107863	833.775906952384	False	NA	NA	False	NA	NA	8833	937	1.00755059206457	0.945418325861821	-1.41889683088358	4	2.8555147081196
p6	tumor	p6t	p6t1	bcAHCJ	729	15.0891632373114	T cells CD4 memory resting	tNK cells	tNK1	True	49.5115665889576	-11.780557259868	True	412.282390814066	-1087.52380880594	True	443.636289064409	774.977318810909	False	NA	NA	False	NA	NA	44087	938	0.971750916008268	0.253513661822209	-0.913036412802295	4	0
p3	tumor	p3t	p3t3	bcGEDC	392	8.92857142857143	NK cells resting	tNK cells	tNK1	True	-72.6551545880157	-673.59313915343	True	69.557632532858	-901.315829697694	True	166.973229487893	964.530976761923	False	NA	NA	False	NA	NA	30737	939	0.960728583647044	-0.578951018253437	2.79024186054175	3	0
p3	tumor	p3t	p3t3	bcATHO	626	7.82747603833866	T cells CD8	tNK cells	tNK1	True	754.311607341866	776.900124682183	True	1834.70905404794	-835.385916907613	True	422.574121860081	644.156463255298	False	NA	NA	False	NA	NA	28536	940	0.914222484834212	-1.71076145986663	-0.14688462695177	2	2.13673531855972
p3	tumor	p3t	p3t1	bcCZCF	429	7.69230769230769	NK cells resting	tNK cells	tNK1	True	-69.8876909518781	-651.419242430255	True	70.6579639032092	-909.760102104062	True	194.763779136063	937.673529285196	False	NA	NA	False	NA	NA	22186	941	1.10460031807455	0.103420165976414	2.40733852306311	3	0
p1	tumor	p1t	p1t4	bcGQLP	1014	6.41025641025641	T cells CD8	tNK cells	tNK1	True	-94.8660616644212	-251.813011810048	True	365.43744587271	-1112.1270762012	True	521.150762226764	676.207789464897	False	NA	NA	False	NA	NA	15064	942	0.974267605840899	-1.02168187717544	0.525661610755368	2	1.56963326775416
p4	tumor	p4t	p4t3	bcCUSZ	1266	7.26698262243286	T cells CD8	tNK cells	tNK1	True	61.1596277734984	100.495200435313	True	655.77541352793	-1432.66766555854	True	499.048717294752	669.173412365765	False	NA	NA	False	NA	NA	35472	943	0.918937597777358	-1.97169640878784	-2.0350761183172	2	1.41760792751944
p4	tumor	p4t	p4t1	bcHOFW	616	17.8571428571429	T cells CD8	tNK cells	tNK1	True	-41.6569876036309	-167.50178973621	True	515.678103163849	-1187.2482321754	True	512.287973745714	568.460221524669	False	NA	NA	False	NA	NA	33252	944	0.661598813408914	-1.68750718454467	-1.36865136703546	2	0
p7	tumor	p7t	p7t2	bcDWHI	1320	7.04545454545454	NK cells resting	tNK cells	tNK1	True	-93.2002017064964	-453.660816938369	True	362.024552694274	-1089.39992754407	True	412.760784804486	791.744522382466	False	NA	NA	False	NA	NA	53208	945	1.16588846407716	1.19023641725434	2.04864969173376	3	2.87134990616337
p4	tumor	p4t	p4t3	bcBOYA	698	7.59312320916905	T cells CD8	tNK cells	tNK1	True	-47.7887256004648	-287.686120631726	True	403.1480510651	-1065.8334507433	True	513.257420516107	693.013404853303	False	NA	NA	False	NA	NA	37068	946	0.932670669040143	-2.06185534814941	-1.47105870327051	2	1.99527098420758
p4	tumor	p4t	p4t1	bcAYYD	443	5.86907449209932	T cells CD8	tNK cells	tNK1	True	-91.7604309060153	-456.346212609844	True	334.315216759568	-1028.08308233778	True	343.822029846569	838.814320954078	False	NA	NA	False	NA	NA	33798	947	0.862961279815848	-2.17114022592651	-2.07802257618006	2	2.60559001249815
p7	tumor	p7t	p7t2	bcDFPI	314	5.73248407643312	NK cells resting	tNK cells	tNK2	True	-155.873355863737	-478.640553494044	True	254.45119145699	-948.412477532672	True	436.584067512208	842.620770940766	False	NA	NA	False	NA	NA	53048	948	1.00629047600267	2.00448128362549	-0.71615467151697	4	0
p3	tumor	p3t	p3t1	bcFJGM	1721	13.4805345729227	T cells CD4 memory resting	tNK cells	tNK2	True	-142.751312912852	-392.997437060341	True	415.860444061036	-975.23537744176	True	506.986431008989	829.17547202316	False	NA	NA	False	NA	NA	22199	949	1.10229172949124	0.153828469714055	-3.10839376529749	1	2.02681152059063
p1	tumor	p1t	p1t1	bcGVVU	922	9.21908893709328	T cells CD8	tNK cells	tNK2	True	-141.300056023257	-473.827480515559	True	368.710716116487	-953.683441352059	True	434.958421753969	910.922476792534	False	NA	NA	False	NA	NA	9066	950	0.943557391908784	-0.262265952626338	-1.47777459701593	2	0
p3	tumor	p3t	p3t3	bcHKCB	789	7.3510773130545	NK cells resting	tNK cells	tNK1	True	-75.6107340310116	-483.568095464025	True	300.03180568112	-1035.37516477306	True	210.889344468819	926.253245854862	False	NA	NA	False	NA	NA	30371	951	1.07399452081991	-0.617801713148227	2.41204752841894	3	1.72014912417094
p3	tumor	p3t	p3t1	bcFQCN	1027	16.1635832521908	NK cells resting	tNK cells	tNK1	True	-82.3806380602321	-507.646608430293	True	298.880119070237	-1005.00648811688	True	378.122197379021	803.802535057434	False	NA	NA	False	NA	NA	23603	952	1.04616741338271	-0.648050325313678	2.37100949207251	3	3.04251489052548
p3	tumor	p3t	p3t3	bcEMXN	331	16.6163141993958	T cells CD8	tNK cells	tNK2	True	59.9596322393204	318.855388039613	True	891.523327180332	-1507.00443275727	True	431.551693894518	862.965059517421	False	NA	NA	False	NA	NA	29411	953	0.662939085949265	-0.0546922407542376	0.712325834426328	4	0
p3	tumor	p3t	p3t3	bcBLKU	721	2.49653259361997	Neutrophils	tNK cells	tNK1	True	-15.9551319797805	-247.285577014002	True	531.212005122301	-1356.32665748473	True	538.446708027421	644.853426579709	False	NA	NA	False	NA	NA	30152	954	0.868700100278498	-0.398079522276392	0.744690083655759	4	0
p5	tumor	p5t	p5t1	bcGQIW	348	4.59770114942529	T cells CD8	tNK cells	tNK1	True	-83.5357494688141	-578.475370792314	True	193.390755311972	-953.278370953192	True	274.237425071213	886.530096726307	False	NA	NA	False	NA	NA	37939	955	0.786250728979043	1.24052139898194	0.415555380973264	4	4.48026387222295
p3	tumor	p3t	p3t2	bcIDZB	864	8.91203703703704	T cells CD4 memory resting	tNK cells	tNK1	True	-110.874822514275	-171.946985746612	True	497.535949100918	-1078.35344908403	True	636.473185776133	717.644831286326	False	NA	NA	False	NA	NA	26129	956	1.12032348427746	-0.128313245574108	0.543932818564817	4	0
p5	tumor	p5t	p5t2	bcHMXU	303	7.26072607260726	T cells CD4 memory resting	tNK cells	tNK1	True	11.2124039290191	37.8178919399743	True	525.440615547086	-1313.9273566271	True	573.820617791079	587.757968464257	False	NA	NA	False	NA	NA	40850	957	0.704970775788349	-0.398755917647949	-0.0443860062032497	2	0
